7.240326107772767639e-01,7.875453623724806285e-01,7.862069842913577133e-01,7.771252532281169856e-01,7.717648607792115811e-01,7.704770472561638384e-01
7.475327228986624606e-01,7.641088351569454984e-01,7.774493397662238792e-01,7.817539050728241623e-01,7.816923494715368737e-01,7.800716696920549920e-01
7.442540842749495456e-01,7.383757476416816790e-01,7.429560681711537828e-01,7.489577324843373907e-01,7.546396132596646655e-01,7.587576077171387379e-01
7.456105907960040025e-01,7.851276893468440710e-01,7.872908066983088649e-01,7.814182351638064850e-01,7.762898605672347019e-01,7.725240563786546222e-01
5.826169204958568937e-01,6.244537923782598199e-01,6.452109634394185278e-01,6.667526137594158575e-01,6.869185338572548760e-01,7.038241490892933605e-01
7.383616058053620312e-01,7.944422424358970058e-01,7.872445404109512657e-01,7.725726635064155134e-01,7.579067568258803789e-01,7.493582311362969595e-01
7.483041434240733647e-01,7.805567368930831362e-01,7.835304029828632499e-01,7.826998257866969455e-01,7.806201283209537323e-01,7.775873554691827838e-01
7.529293137263165514e-01,7.679266569364450179e-01,7.762597703944887906e-01,7.800956801423137854e-01,7.799072840971217335e-01,7.779190498017181099e-01
7.419190818033265522e-01,7.949386014685861923e-01,7.935054523579524455e-01,7.891401165113840488e-01,7.822447900431300782e-01,7.752277562375758935e-01
6.186698142808793044e-01,6.677656204780670901e-01,7.049595504749611719e-01,7.294504402061041670e-01,7.436137560159313820e-01,7.515570359983481108e-01
7.332973486986498202e-01,7.790421737461725726e-01,7.621880934453408862e-01,7.582994085710349497e-01,7.586484594630070744e-01,7.600866496919230775e-01
7.321489871213817668e-01,7.718036771108764960e-01,7.825115648222752407e-01,7.841279339543012483e-01,7.825079444446910726e-01,7.799678864298885683e-01
7.436150656484183941e-01,7.739839312552720951e-01,7.855885068228340984e-01,7.881492382645515216e-01,7.867142209419080157e-01,7.838869070838476727e-01
7.382448160986451180e-01,7.920628189209811820e-01,7.913371066794131492e-01,7.829916427093192022e-01,7.745221828955374255e-01,7.688625005867983919e-01
7.173274367809656660e-01,7.829890137978231524e-01,7.722595524857017724e-01,7.555228151536569348e-01,7.513820073030588187e-01,7.510899524690153317e-01
5.249952803805749690e-01,5.481720150231920163e-01,5.941083965354478913e-01,6.365795236727658235e-01,6.692143827923644483e-01,6.927866378586396978e-01
7.713754070492968573e-01,7.804487244830741188e-01,7.751050694407332076e-01,7.734796093686684415e-01,7.730181753090762387e-01,7.724782433930241776e-01
7.571778051896262962e-01,7.924745678490622280e-01,7.946996063372802066e-01,7.888824247125866274e-01,7.803392234973962616e-01,7.724310931219338094e-01
7.501118754437391400e-01,7.796750103339395999e-01,7.819831302446211829e-01,7.814354033268422484e-01,7.792272392557170191e-01,7.766900860944476737e-01
7.386606549473694328e-01,7.850920411593663717e-01,7.825991859823777652e-01,7.732910139846811415e-01,7.686557334467251090e-01,7.677081864818833257e-01
4.868256894961696668e-01,5.127333062664701790e-01,5.608855300056406756e-01,6.073330897247813942e-01,6.447192894877082914e-01,6.728200218749953443e-01
